item_number,set_name,theme,pieces,price,amazon_price,year,ages,pages,minifigures,packaging,weight,unique_pieces,size
41424,Jungle Rescue Base,Friends,648,79.989999999999995,79.95,2020,Ages_8+,176,3,Box,"NA",251,Small
76126,Avengers Ultimate Quinjet,Marvel,840,79.989999999999995,79.989999999999995,2019,Ages_8+,160,5,Box,"NA",252,Small
76131,Avengers Compound Battle,Marvel,699,99.99,79.989999999999995,2019,Ages_8+,168,7,Box,"NA",292,Small
41433,Party Boat,Friends,640,79.989999999999995,79.989999999999995,2020,Ages_7+,184,3,Box,"NA",270,Small
42095,Remote-Controlled Stunt Racer,Technic™,324,99.99,80.989999999999995,2019,Ages_9+,72,"NA",Box,0.79Kg (1.74 lb),78,Small
41381,Rescue Mission Boat,Friends,908,89.99,80.989999999999995,2019,Ages_7+,216,4,Box,"NA",376,Small
60233,Donut Shop Opening,City,790,89.99,80.989999999999995,2019,Ages_6+,320,10,Box,1.4Kg (3.09 lb),368,Small
21041,Great Wall of China,Architecture,551,49.99,82.59,2018,Ages_12+,112,"NA",Box,0.81Kg (1.78 lb),81,Small
41153,Ariel's Royal Celebration Boat,Disney™,380,49.99,82.75,2018,Ages_6-12,108,2,Box,0.65Kg (1.43 lb),156,Small
60173,Mountain Arrest,City,303,59.99,82.99,2018,Ages_5-12,136,4,Box,0.76Kg (1.67 lb),168,Small
31081,Modular Skate House,Creator 3-in-1,422,39.99,83.49,2018,Ages_8-12,196,2,Box,0.81Kg (1.78 lb),169,Small
41615,Harry Potter & Hedwig,BrickHeadz,180,14.99,83.85,2018,Ages_10+,60,"NA",Box,"NA",73,Small
10868,Farm Pony Stable,DUPLO®,59,29.99,83.94,2018,Ages_2-5,25,2,Box,"NA",31,Large
42075,First Responder,Technic™,513,49.99,84.75,2018,Ages_9-16,212,"NA",Box,0.86Kg (1.89 lb),106,Small
60210,Air Base,City,529,89.99,84.96,2019,Ages_6+,260,6,Box,1.22Kg (2.69 lb),270,Small
72003,Berserker Bomber,"NA",369,29.99,85,2018,Ages_8-14,84,3,Box,"NA",145,"NA"
41336,Emma's Art Café,Friends,378,32.99,85.49,2018,Ages_6-12,112,2,Box,0.6Kg (1.32 lb),166,Small
70831,Emmet's Dream House/Rescue Rocket!,THE LEGO® MOVIE 2™,706,69.989999999999995,86.89,2019,Ages_8+,260,4,Box,1.14Kg (2.51 lb),197,Small
60209,Diamond Heist,City,400,59.99,86.95,2019,Ages_6+,160,4,Box,0.8Kg (1.76 lb),191,Small
75234,AT-AP Walker,Star Wars™,689,59.99,87.99,2019,Ages_9+,140,4,Box,0.98Kg (2.16 lb),214,Small
21315,Pop-Up Book,Ideas,859,69.989999999999995,88.95,2018,Ages_12+,164,5,Box,"NA",211,Small
75259,Snowspeeder – 20th Anniversary Edition,Star Wars™,309,39.99,89,2019,Ages_7+,116,4,Box,"NA",159,Small
41597,Go Brick Me,BrickHeadz,708,29.99,89.74,2018,Ages_10+,84,"NA",Box,"NA",160,Small
75273,Poe Dameron's X-wing Fighter,Star Wars™,761,89.99,89.95,2020,Ages_9+,124,4,Box,"NA",219,Small
75938,T. rex vs Dino-Mech Battle,Jurassic World™,716,89.99,89.95,2019,Ages_8+,176,4,Box,"NA",254,Small
75948,Hogwarts Clock Tower,Harry Potter™,922,89.99,89.95,2019,Ages_9+,176,8,Box,"NA",276,Small
10405,Mission to Mars,Classic,871,59.99,89.99,2018,Ages_5-99,81,3,Plastic box,"NA",330,Small
76166,Avengers Tower Battle,Marvel,685,89.99,89.99,2020,Ages_8+,136,7,Box,"NA",250,Small
76160,Mobile Bat Base,DC,743,89.99,89.99,2020,Ages_8+,140,6,Box,"NA",275,Small
10271,Fiat 500,Creator Expert,960,89.99,89.99,2020,Ages_16+,144,"NA",Box,1.11Kg (2.44 lb),269,Small
21317,Steamboat Willie,Ideas,751,89.99,89.99,2019,Ages_10+,176,2,Box,"NA",202,Small
75255,Yoda,Star Wars™,1771,99.99,89.99,2019,Ages_10+,224,1,Box,"NA",235,Small
70678,Castle of the Forsaken Emperor,NINJAGO®,1218,99.99,89.99,2019,Ages_9+,248,7,Box,"NA",361,Small
60228,Deep Space Rocket and Launch Control,City,837,99.99,89.99,2019,Ages_7+,304,7,Box,1.83Kg (4.03 lb),308,Small
60216,Downtown Fire Brigade,City,943,99.99,89.99,2019,Ages_6+,414,7,Box,1.84Kg (4.06 lb),400,Small
76107,Thanos: Ultimate Battle,Marvel,674,69.989999999999995,92.84,2018,Ages_8-14,116,4,Box,1.02Kg (2.25 lb),190,Small
70838,Queen Watevra's ‘So-Not-Evil' Space Palace,THE LEGO® MOVIE 2™,997,99.99,92.95,2019,Ages_9+,212,5,Box,"NA",275,Small
70652,Stormbringer,NINJAGO®,493,39.99,93.99,2018,Ages_8-14,108,4,Box,0.68Kg (1.5 lb),182,Small
71360,Adventures with Mario,LEGO® Super Mario™,231,59.99,93.99,2020,Ages_6+,"NA",3,Box,"NA",114,Small
41192,Azari & The Fire Lion Capture,"NA",360,29.99,94,2018,Ages_8-12,100,3,Box,"NA",147,"NA"
41162,"Ariel, Aurora, and Tiana's Royal Celebration",Disney™,282,39.99,94.49,2019,Ages_5+,108,3,"NA","NA",131,Small
70658,Oni Titan,NINJAGO®,522,49.99,94.8,2018,Ages_8-14,96,4,Box,0.76Kg (1.67 lb),183,Small
75533,Boba Fett,Star Wars™,144,29.99,94.95,2018,Ages_8-14,48,"NA",Box,"NA",67,Small
70669,Cole's Earth Driller,NINJAGO®,587,49.99,94.99,2019,Ages_8+,132,4,Box,0.95Kg (2.09 lb),216,Small
10907,World Animals,DUPLO®,121,99.99,95.65,2019,Ages_2+,48,6,Box,"NA",75,Large
21042,Statue of Liberty,Architecture,1685,119.99,97.55,2018,Ages_16+,184,"NA",Box,1.44Kg (3.17 lb),146,Small
10878,Rapunzel's Tower,DUPLO®,37,29.99,98.99,2018,Ages_2-5,24,1,Box,"NA",26,Large
10266,"NASA Apollo 11 Lunar Lander",Creator Expert,1087,99.99,99.95,2019,Ages_16+,124,2,Box,"NA",193,Small
10269,Harley-Davidson Fat Boy,Creator Expert,1023,99.99,99.95,2019,Ages_16+,156,"NA",Box,"NA",300,Small
76122,Batcave Clayface Invasion,Batman™,1038,99.99,99.95,2019,Ages_8+,168,6,Box,"NA",333,Small
21054,The White House,Architecture,1483,99.99,99.95,2020,Ages_18+,188,"NA",Box,"NA",180,Small
42111,Dom's Dodge Charger,Technic™,1077,99.99,99.95,2020,Ages_10+,236,"NA",Box,"NA",172,Small
60262,Passenger Airplane,City,669,99.99,99.95,2020,Ages_6+,273,9,Box,1.77Kg (3.9 lb),288,Small
41430,Summer Fun Water Park,Friends,1001,99.99,99.95,2020,Ages_8+,316,4,Box,"NA",394,Small
31109,Pirate Ship,Creator 3-in-1,1264,99.99,99.95,2020,Ages_9+,428,4,Box,2.04Kg (4.49 lb),359,Small
75536,Range Trooper,Star Wars™,101,24.99,99.99,2018,Ages_7-14,48,"NA",Box,"NA",51,Small
70830,Sweet Mayhem's Systar Starship!,THE LEGO® MOVIE 2™,502,69.989999999999995,99.99,2019,Ages_9+,100,3,Box,0.91Kg (2 lb),188,Small
75941,Indominus rex vs. Ankylosaurus,Jurassic World™,537,99.99,99.99,2020,Ages_8+,112,5,Box,"NA",216,Small
10277,Crocodile Locomotive,Creator Expert,1271,99.99,99.99,2020,Ages_18+,132,2,Box,1.54Kg (3.39 lb),212,Small
75969,Hogwarts Astronomy Tower,Harry Potter™,971,99.99,99.99,2020,Ages_9+,172,8,Box,"NA",310,Small
75954,Hogwarts Great Hall,Harry Potter™,878,99.99,99.99,2018,Ages_9-14,184,10,Box,1.66Kg (3.66 lb),284,Small
10267,Gingerbread House,Creator Expert,1477,99.99,99.99,2019,Ages_12+,196,2,Box,1.45Kg (3.19 lb),321,Small
70835,Rex's Rexplorer!,THE LEGO® MOVIE 2™,1187,119.99,99.99,2019,Ages_9+,208,2,Box,1.66Kg (3.66 lb),299,Small
42108,Mobile Crane,Technic™,1292,99.99,99.99,2020,Ages_10+,272,"NA",Box,"NA",144,Small
70437,Mystery Castle,Hidden Side,1035,99.99,99.99,2020,Ages_9+,296,5,Box,"NA",335,Small
60246,Police Station,City,743,99.99,99.99,2020,Ages_6+,345,7,Box,1.85Kg (4.06 lb),298,Small
60258,Tuning Workshop,City,897,99.99,99.99,2020,Ages_6+,389,7,Box,1.63Kg (3.58 lb),411,Small
70424,Ghost Train Express,Hidden Side,698,79.989999999999995,100.63,2019,Ages_8+,136,6,Box,"NA",268,Small
75202,Defense of Crait,Star Wars™,746,84.99,103.99,2018,Ages_9-14,144,4,Box,"NA",289,Small
75219,Imperial AT-Hauler,Star Wars™,829,99.99,106.54,2018,Ages_9-14,148,5,Box,1.4Kg (3.08 lb),206,Small
60196,Arctic Supply Plane,City,707,79.989999999999995,107.69,2018,Ages_7-12,132,4,Box,1.21Kg (2.66 lb),239,Small
70641,Ninja Nightcrawler,NINJAGO®,552,39.99,107.89,2018,Ages_9-14,124,3,Box,0.77Kg (1.7 lb),205,Small
75933,T. Rex Transport,Jurassic World™,609,69.989999999999995,108.89,2018,Ages_7-12,156,3,Box,1.13Kg (2.49 lb),174,Small
21046,Empire State Building,Architecture,1767,129.99,113,2019,Ages_16+,140,"NA",Box,"NA",128,Small
75217,Imperial Conveyex Transport,Star Wars™,622,89.99,115.99,2018,Ages_8-14,120,4,Box,1.01Kg (2.22 lb),187,Small
70677,Land Bounty,NINJAGO®,1178,129.99,116.83,2019,Ages_9+,252,9,Box,"NA",400,Small
41375,Heartlake City Amusement Pier,Friends,1251,129.99,116.99,2019,Ages_8+,316,7,Box,"NA",433,Small
72006,Axl's Rolling Arsenal,"NA",604,59.99,117.24,2018,Ages_8-14,124,4,Box,"NA",191,"NA"
76098,Speed Force Freeze Pursuit,DC,271,29.99,119.95,2018,Ages_6-12,80,4,Box,0.46Kg (1 lb),138,Small
76153,Avengers Helicarrier,Marvel,1244,119.99,119.95,2020,Ages_9+,220,8,Box,"NA",355,Small
31197,Andy Warhol's Marilyn Monroe,LEGO® Art,3341,119.99,119.95,2020,Ages_18+,"NA","NA",Box,"NA",27,Small
75243,Slave I - 20th Anniversary Edition,Star Wars™,1007,119.99,119.97,2019,Ages_10+,164,6,Box,"NA",293,Small
31198,The Beatles,LEGO® Art,2933,119.99,119.99,2020,Ages_18+,"NA","NA",Box,"NA",35,Small
31200,Star Wars The Sith,LEGO® Art,3406,119.99,119.99,2020,Ages_18+,"NA","NA",Box,"NA",32,Small
70653,Firstbourne,NINJAGO®,882,69.989999999999995,124,2018,Ages_9-14,172,6,Box,1.29Kg (2.84 lb),337,Small
76103,Corvus Glaive Thresher Attack,Marvel,416,39.99,124.75,2018,Ages_7-14,124,5,Box,"NA",168,Small
42079,Heavy Duty Forklift,Technic™,592,69.989999999999995,124.99,2018,Ages_9-16,232,"NA",Box,1.25Kg (2.75 lb),109,Small
42096,Porsche 911 RSR,Technic™,1580,149.99,127.4,2019,Ages_10+,296,"NA",Box,2.25Kg (4.96 lb),178,Small
10875,Cargo Train,DUPLO®,105,119.99,128.94999999999999,2018,Ages_2-5,64,3,Box,2.86Kg (6.31 lb),68,Large
42076,Hovercraft,Technic™,1020,89.99,128.99,2018,Ages_9-16,349,"NA",Box,"NA",139,Small
42109,App-Controlled Top Gear Rally Car,Powered UP,463,129.99,129.94999999999999,2020,Ages_9+,120,"NA",Box,"NA",93,Small
75256,Kylo Ren's Shuttle,Star Wars™,1005,129.99,129.94999999999999,2019,Ages_10+,184,6,Box,"NA",271,Small
75251,Darth Vader's Castle,Star Wars™,1060,129.99,129.99,2019,Ages_9+,188,5,Box,"NA",285,Small
75889,Ferrari Ultimate Garage,Speed Champions,841,99.99,129.99,2018,Ages_8-14,200,7,Box,1.25Kg (2.75 lb),309,Small
70425,Newbury Haunted High School,Hidden Side,1474,129.99,129.99,2019,Ages_9+,308,8,Box,"NA",482,Small
75292,The Razor Crest,Star Wars™,1023,129.99,129.99,2020,Ages_10+,"NA",2,Box,"NA",277,Small
75230,Porg,Star Wars™,811,69.989999999999995,131.99,2018,Ages_9-14,144,"NA",Box,0.91Kg (2 lb),189,Small
42094,Tracked Loader,Technic™,827,79.989999999999995,134.19999999999999,2019,Ages_10+,140,"NA",Box,1.13Kg (2.49 lb),128,Small
60197,Passenger Train,City,677,159.99,134.99,2018,Ages_6-12,230,4,Box,2.05Kg (4.51 lb),165,Small
60229,Rocket Assembly &Transport,City,1055,149.99,134.99,2019,Ages_7+,340,8,Box,2.38Kg (5.23 lb),364,Small
75929,Carnotaurus Gyrosphere Escape,Jurassic World™,577,79.989999999999995,136.94999999999999,2018,Ages_7-12,140,3,Box,1.19Kg (2.62 lb),226,Small
72004,Tech Wizard Showdown,"NA",506,39.99,138.99,2018,Ages_8-14,116,3,Box,"NA",197,"NA"
41152,Sleeping Beauty's Fairytale Castle,Disney™,322,39.99,139.9,2018,Ages_6-12,84,3,Box,"NA",171,Small
76112,App-Controlled Batmobile,DC,321,99.99,139.94999999999999,2018,Ages_8+,108,1,Box,0.82Kg (1.81 lb),114,Small
21146,The Skeleton Attack,Minecraft™,457,39.99,142.97999999999999,2018,Ages_8+,100,3,Box,"NA",136,Small
41339,Mia's Camper Van,Friends,488,54.99,142.99,2018,Ages_7-12,116,2,Box,0.91Kg (2 lb),222,Small
60174,Mountain Police Headquarters,City,663,89.99,146.47999999999999,2018,Ages_6-12,272,7,Box,1.73Kg (3.81 lb),324,Small
41193,Aira & the Song of the Wind Dragon,"NA",451,39.99,146.66999999999999,2018,Ages_8-12,48,3,Box,"NA",200,"NA"
75233,Droid Gunship,Star Wars™,389,49.99,149.99,2019,Ages_8+,84,3,Box,0.65Kg (1.43 lb),150,Small
10265,Ford Mustang,Creator Expert,1471,149.99,149.99,2019,Ages_16+,212,"NA",Box,"NA",358,Small
60266,Ocean Exploration Ship,City,745,149.99,149.99,2020,Ages_7+,229,8,Box,2.28Kg (5.03 lb),314,Small
70923,The Bat-Space Shuttle,DC,643,79.989999999999995,153,2018,Ages_8-14,124,6,Box,"NA",239,Small
21313,Ship in a Bottle,Ideas,962,69.989999999999995,154,2018,Ages_12+,156,"NA",Box,"NA",124,Small
60195,Arctic Mobile Exploration Base,City,786,119.99,155.29,2018,Ages_7-12,236,6,Box,1.56Kg (3.43 lb),255,Small
42080,Forest Harvester,Technic™,1003,149.99,156.99,2018,Ages_10-16,388,"NA",Box,1.69Kg (3.72 lb),157,Small
41154,Cinderella's Dream Castle,Disney™,585,69.989999999999995,158.9,2018,Ages_6-12,132,2,Box,1.14Kg (2.51 lb),218,Small
75257,Millennium Falcon,Star Wars™,1353,159.99,159.94999999999999,2019,Ages_9+,268,7,Box,"NA",352,Small
70642,Killow vs. Samurai X,NINJAGO®,556,49.99,159.97999999999999,2018,Ages_8-14,128,3,Box,"NA",220,Small
41345,Heartlake City Pet Centre,Friends,474,59.99,159.99,2018,Ages_6-12,108,3,Box,0.99Kg (2.18 lb),234,Small
42077,Rally Car,Technic™,1005,109.99,161.03,2018,Ages_10-16,364,"NA","NA",1.7Kg (3.74 lb),152,Small
21147,The Bedrock Adventures,Minecraft™,644,89.99,161.94999999999999,2018,Ages_8+,108,4,Box,1.27Kg (2.8 lb),168,Small
41195,Emily & Noctura's Showdown,"NA",650,49.99,162.49,2018,Ages_8-12,144,4,Box,"NA",246,"NA"
75218,X-wing Starfighter,Star Wars™,730,79.989999999999995,162.99,2018,Ages_8-14,120,4,Box,1.06Kg (2.33 lb),224,Small
42097,Compact Crawler Crane,Technic™,920,99.99,168,2019,Ages_10+,344,"NA",Box,"NA",102,Small
31084,Pirate Roller Coaster,Creator 3-in-1,923,89.99,169,2018,Ages_9-14,324,5,Box,1.94Kg (4.27 lb),277,Small
75221,Imperial Landing Craft,Star Wars™,636,89.99,172.89,2018,Ages_9-14,108,5,Box,1.17Kg (2.58 lb),191,Small
41196,The Elvenstar Tree Bat Attack,"NA",883,79.989999999999995,173.49,2018,Ages_8-12,220,5,Box,"NA",372,"NA"
42081,Volvo Concept Wheel Loader ZEUX,Technic™,1167,139.99,173.98,2018,Ages_10-16,504,"NA",Box,2.42Kg (5.33 lb),143,Small
42110,Land Rover Defender,Technic™,2573,199.99,178.16,2019,Ages_11+,496,"NA",Box,"NA",262,Small
42098,Car Transporter,Technic™,2493,179.99,179.96,2019,Ages_11+,961,"NA",Box,"NA",190,Small
10270,Bookshop,Creator Expert,2504,179.99,179.99,2020,Ages_16+,216,5,Box,2.95Kg (6.49 lb),561,Small
60198,Cargo Train,City,1227,229.99,181.21,2018,Ages_6-12,362,6,Box,3.03Kg (6.68 lb),410,Small
41340,Friendship House,Friends,722,69.989999999999995,184.99,2018,Ages_6-12,164,3,Box,1.14Kg (2.51 lb),309,Small
10268,Vestas Wind Turbine,Creator Expert,826,199.99,190.04,2018,Ages_12+,148,3,Box,2.16Kg (4.75 lb),230,Small
76105,The Hulkbuster: Ultron Edition,Marvel,1363,119.99,196.87,2018,Ages_14+,184,1,Box,"NA",268,Small
70655,Dragon Pit,NINJAGO®,1660,129.99,197.38,2018,Ages_9-14,244,9,Box,2.65Kg (5.84 lb),424,Small
76108,Sanctum Sanctorum Showdown,Marvel,1004,99.99,197.52,2018,Ages_8-14,220,5,Box,1.59Kg (3.5 lb),312,Small
75253,Droid Commander,Star Wars™,1177,199.99,199.95,2019,Ages_8+,25,"NA",Box,"NA",343,Small
21144,The Farm Cottage,Minecraft™,549,49.99,199.95,2018,Ages_8+,116,3,Box,"NA",157,Small
75810,The Upside Down,Stranger Things,2287,199.99,199.95,2019,Ages_16+,300,8,Box,"NA",533,Small
41194,Noctura's Tower & the Earth Fox Rescue,"NA",646,59.99,199.99,2018,Ages_9-12,44,4,Box,"NA",227,"NA"
10264,Corner Garage,Creator Expert,2569,199.99,199.99,2019,Ages_16+,236,6,Box,3.04Kg (6.7 lb),564,Small
75244,Tantive IV,Star Wars™,1768,199.99,199.99,2019,Ages_12+,260,6,Box,"NA",387,Small
75275,A-wing Starfighter,Star Wars™,1673,199.99,199.99,2020,Ages_18+,272,1,Box,"NA",355,Small
21322,Pirates of Barracuda Bay,Ideas,2545,199.99,199.99,2020,Ages_16+,460,10,Box,4.43Kg (9.76 lb),575,Small
75211,Imperial TIE Fighter,Star Wars™,519,69.989999999999995,203.97,2018,Ages_9-14,76,4,Box,0.89Kg (1.96 lb),129,Small
75930,Indoraptor Rampage at Lockwood Estate,Jurassic World™,1019,129.99,206.05,2018,Ages_8-12,176,6,Box,1.89Kg (4.16 lb),257,Small
60204,City Hospital,City,861,99.99,209.45,2018,Ages_6-12,329,13,Box,1.67Kg (3.69 lb),362,Small
70654,Dieselnaut,NINJAGO®,1179,109.99,214.93,2018,Ages_9-14,156,7,Box,1.75Kg (3.85 lb),308,Small
75220,Sandcrawler,Star Wars™,1239,139.99,219.98,2018,Ages_9-14,188,6,Box,1.77Kg (3.9 lb),277,Small
42099,4x4 X-Treme Off-Roader,Powered UP,958,249.99,229.95,2019,Ages_11+,224,"NA",Box,"NA",131,Small
70839,The Rexcelsior!,THE LEGO® MOVIE 2™,1826,149.99,229.99,2019,Ages_10+,276,4,Box,"NA",377,Small
41347,Heartlake City Resort,Friends,1017,99.99,230,2018,Ages_7-12,208,4,Box,1.95Kg (4.3 lb),326,Small
75288,AT-AT,Star Wars™,1267,159.99,237.9,2020,Ages_10+,188,"NA",Box,"NA",285,Small
60188,Mining Experts Site,City,883,99.99,239.97,2018,Ages_7-12,244,6,Box,1.89Kg (4.16 lb),284,Small
60200,Capital City,City,1211,149.99,244.87,2018,Ages_6-12,441,13,Box,2.42Kg (5.33 lb),489,Small
42114,6x6 Volvo Articulated Hauler,Technic™,2193,249.99,249.99,2020,Ages_11+,456,"NA",Box,"NA",234,Small
10260,Downtown Diner,Creator Expert,2480,169.99,250.98,2018,Ages_16+,200,6,Box,"NA",508,Small
75212,Kessel Run Millennium Falcon,Star Wars™,1414,169.99,254.96,2018,Ages_9-14,208,7,Box,2.57Kg (5.66 lb),318,Small
70643,Temple of Resurrection,NINJAGO®,765,69.989999999999995,255.95,2018,Ages_8-14,144,8,Box,"NA",297,Small
42082,Rough Terrain Crane,Technic™,4057,299.99,284.93,2018,Ages_11+,1527,"NA",Box,6.1Kg (13.44 lb),262,Small
10272,Old Trafford - Manchester United,Creator Expert,3898,299.99,299.95,2020,Ages_16+,368,"NA",Box,"NA",332,Small
10869,Farm Adventures,DUPLO®,104,59.99,299.99,2018,Ages_2-5,40,3,Box,"NA",42,Large
42078,Mack Anthem,Technic™,2595,179.99,330,2018,Ages_11-16,897,"NA",Box,3.46Kg (7.62 lb),253,Small
42083,Bugatti Chiron,Technic™,3599,349.99,339.95,2018,Ages_16+,633,"NA",Box,5.92Kg (13.04 lb),306,Small
10261,Roller Coaster,Creator Expert,4124,379.99,379.95,2018,Ages_16+,440,11,Box,5.8Kg (12.78 lb),556,Small
21311,Voltron,Ideas,2321,179.99,388.99,2018,Ages_16+,92,"NA",Box,"NA",471,Small
71043,Hogwarts Castle,Harry Potter™,6020,399.99,399.99,2018,Ages_16+,636,28,Box,"NA",624,Small
70657,NINJAGO City Docks,NINJAGO®,3553,229.99,440,2018,Ages_12+,380,14,Box,4.61Kg (10.15 lb),690,Small
42100,Liebherr R 9800,Powered UP,4108,449.99,443.22,2019,Ages_12+,740,"NA","NA","NA",221,Small
75222,Betrayal at Cloud City,Star Wars™,2812,349.99,668.18,2018,Ages_14+,388,19,Box,"NA",676,Small
75252,Imperial Star Destroyer,Star Wars™,4784,699.99,699.95,2019,Ages_16+,444,2,Box,"NA",445,Small
40362,Battle of Endor,Star Wars™,197,14.99,"NA",2019,Ages_8+,1,"NA",Box,"NA",40,Small
30545,Fish Free Builds - Make It Yours,"NA",39,"NA","NA",2019,Ages_5+,2,"NA",Polybag,"NA",22,"NA"
30548,Build Your Own Birds - Make it Yours,"NA",26,"NA","NA",2020,Ages_5+,2,"NA",Polybag,0.01Kg (0.03 lb),15,"NA"
30556,Mini Frame,DOTS,85,4.99,"NA",2020,Ages_6+,2,"NA",Polybag,"NA",13,Small
40315,Ninjago Board Game,"NA",49,"NA","NA",2018,Ages_6+,2,"NA",Polybag,"NA",28,"NA"
40320,Plants From Plants,"NA",29,4.99,"NA",2018,Ages_6+,2,"NA",Box,0.06Kg (0.13 lb),5,"NA"
40435,Plants from Plants,"NA",29,"NA","NA",2019,Ages_6+,2,"NA",Box,"NA",5,"NA"
81001,Shark Skin,"NA","NA","NA","NA",2019,Ages_NA,2,"NA","NA","NA","NA","NA"
81002,Splash Koi Skin,"NA",33,"NA","NA",2019,Ages_12+,2,"NA","NA","NA","NA","NA"
81003,Ink Koi Skin,"NA","NA","NA","NA",2019,Ages_NA,2,"NA","NA","NA","NA","NA"
41914,Creative Picture Frames,DOTS,398,19.989999999999998,"NA",2020,Ages_6+,2,"NA","NA","NA",31,Small
30326,Farm - Girl,DUPLO®,4,3.49,"NA",2018,Ages_1½-5,3,"NA","NA","NA","NA",Large
30327,My First Duck,"NA",6,"NA","NA",2019,Ages_NA,3,"NA",Polybag,"NA",6,"NA"
30328,Town Rescue - Bird,"NA","NA","NA","NA",2019,Ages_NA,3,"NA","NA","NA","NA","NA"
30329,My First Giraffe,"NA",5,"NA","NA",2020,Ages_NA,3,"NA",Polybag,"NA",4,"NA"
30330,Birthday Cake,"NA",9,"NA","NA",2020,Ages_NA,3,"NA",Polybag,"NA",8,"NA"
30339,Traffic Light Patrol,"NA",30,"NA","NA",2018,Ages_NA,3,1,Polybag,"NA",24,"NA"
30340,Emmet's 'Piece' Offering,"NA",44,"NA","NA",2019,Ages_6+,3,1,Polybag,"NA",18,"NA"
30341,Monkie Kid's Delivery Bike,Monkie Kid,22,4.99,"NA",2020,Ages_5+,3,1,Polybag,"NA",18,Small
30356,Hot Dog Stand,"NA",43,"NA","NA",2018,Ages_5 - 12,3,1,Polybag,"NA",34,"NA"
30357,Road Worker,City,58,3.99,"NA",2018,Ages_5-12,3,1,Polybag,0.04Kg (0.08 lb),33,Small
30358,Dragster,"NA",40,3.99,"NA",2018,Ages_5-12,3,1,Polybag,0.04Kg (0.09 lb),30,"NA"
30359,Police Water Plane,City,48,3.99,"NA",2018,Ages_5-12,3,1,Polybag,0.04Kg (0.08 lb),36,Small
30360,Arctic Ice Saw,City,43,3.99,"NA",2018,Ages_5-12,3,1,Polybag,0.04Kg (0.09 lb),34,Small
30361,Fire ATV,"NA",39,3.99,"NA",2019,Ages_5+,3,1,Polybag,0.04Kg (0.08 lb),26,"NA"
30362,Sky Police Jetpack,"NA",33,"NA","NA",2019,Ages_5+,3,2,Polybag,0.03Kg (0.06 lb),27,"NA"
30363,Race Boat,"NA",34,"NA","NA",2019,Ages_5+,3,1,Polybag,0.03Kg (0.07 lb),29,"NA"
30364,Popcorn Cart,"NA",43,"NA","NA",2019,Ages_5+,3,1,Polybag,0.04Kg (0.09 lb),26,"NA"
30365,Space Satellite,City,36,3.99,"NA",2019,Ages_5+,3,1,Polybag,0.03Kg (0.06 lb),24,Small
30366,Police Car,"NA",37,"NA","NA",2020,Ages_5+,3,1,Polybag,0.03Kg (0.07 lb),23,"NA"
30367,Police Helicopter,"NA",39,"NA","NA",2020,Ages_5+,3,1,Polybag,"NA",31,"NA"
30368,Fire Rescue Water Scooter,"NA",33,"NA","NA",2020,Ages_5+,3,1,Polybag,0.04Kg (0.09 lb),26,"NA"
30369,Beach Buggy,City,45,4.99,"NA",2020,Ages_5+,3,1,Polybag,0.04Kg (0.09 lb),29,Small
30381,Imperial TIE Fighter,"NA",42,"NA","NA",2018,Ages_NA,3,"NA",Polybag,"NA",20,"NA"
30382,Baby Velociraptor Playpen,Jurassic World™,48,3.99,"NA",2018,Ages_6-12,3,"NA",Polybag,"NA",25,Small
30383,Naboo Starfighter,"NA",48,"NA","NA",2019,Ages_NA,3,"NA",Polybag,"NA",33,"NA"
30384,Snowspeeder,"NA",49,"NA","NA",2019,Ages_6+,3,"NA",Polybag,"NA",25,"NA"
30386,Poe Dameron's X-wing Fighter,"NA",72,"NA","NA",2020,Ages_NA,3,"NA",Polybag,"NA",27,"NA"
30393,Steve and Creeper Set,"NA",36,"NA","NA",2019,Ages_NA,3,2,Polybag,"NA",30,"NA"
30394,The Skeleton Defense,"NA","NA","NA","NA",2020,Ages_NA,3,2,Polybag,"NA",24,"NA"
30403,Olivia's Remote Control Boat,Friends,25,3.99,"NA",2018,Ages_6-10,3,1,Polybag,"NA",23,Small
30404,Friendship Flower,Friends,100,"NA","NA",2018,Ages_7-12,3,"NA",Polybag,"NA",22,Small
30405,Stephanie's Hockey Practice,"NA",35,"NA","NA",2018,Ages_6 - 10,3,1,Polybag,"NA",27,"NA"
30406,Unikitty Roller Coaster Wagon,Unikitty!™,46,3.99,"NA",2018,Ages_5-10,3,1,Polybag,"NA",28,Small
30407,Harry's Journey to Hogwarts,"NA",40,"NA","NA",2018,Ages_6+,3,1,Polybag,"NA",22,"NA"
30408,Tulips,"NA",90,"NA","NA",2019,Ages_NA,3,"NA",Polybag,"NA",28,"NA"
30409,Emma's Bumper Cars,"NA",66,"NA","NA",2019,Ages_NA,3,1,Polybag,"NA",34,"NA"
30410,Mia's Water Fun,"NA",28,3.99,"NA",2019,Ages_5+,3,1,Polybag,"NA",24,"NA"
30411,Chocolate Box & Flower,Friends,75,4.99,"NA",2020,Ages_5+,3,"NA",Polybag,"NA",32,Small
30412,Park Picnic,"NA","NA","NA","NA",2020,Ages_NA,3,1,Polybag,"NA",29,"NA"
30450,Royal Talon Fighter,Marvel,59,3.99,"NA",2018,Ages_6-12,3,"NA",Polybag,"NA",25,Small
